origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Concepcion,Concepcion,9553.1054012,0.0000000,6694.4310392,165567.3533413
Concepcion,Curuzu Cuatia,9553.1054012,364886.4055223,13134.4821343,387573.9930577
Concepcion,Empedrado,9553.1054012,110449.6472431,5189.5280649,125192.2807092
Concepcion,Esquina,9553.1054012,453650.1578274,4122.7988759,467326.0621045
Concepcion,Alvear,9553.1054012,453650.1578274,4122.7988759,467326.0621045
Concepcion,Caa Cati,9553.1054012,112239.6859071,6265.1766681,128057.9679763
Concepcion,Goya,9553.1054012,224071.2868218,1494.5167008,235118.9089237
Concepcion,Itati,9553.1054012,175308.3041222,4826.3952866,189687.8048099
Concepcion,Ituzaingo,9553.1054012,175308.3041222,4826.3952866,189687.8048099
Concepcion,Lavalle,9553.1054012,206901.4563663,9643.6855100,226098.2472775
Concepcion,Mburucuya,9553.1054012,44465.6368431,3276.0963088,57294.8385531
Concepcion,Mercedes,9553.1054012,322150.2696661,4359.9544151,336063.3294825
Concepcion,Monte Caseros,9553.1054012,414073.3772088,9357.5312068,432984.0138168
Concepcion,Paso de los Libres,9553.1054012,414073.3772088,9357.5312068,432984.0138168
Concepcion,Saladas,9553.1054012,84441.9001053,9751.5790731,103746.5845796
Concepcion,San Cosme,9553.1054012,145149.8408459,5927.5364229,160630.4826700
Concepcion,San Luis del Palmar,9553.1054012,112670.5887505,10274.9393743,132498.6335260
Concepcion,La Cruz,9553.1054012,112670.5887505,10274.9393743,132498.6335260
Concepcion,San Miguel,9553.1054012,125537.7875576,11536.2405531,146627.1335119
Concepcion,San Roque,9553.1054012,164551.3578427,1050.3210138,175154.7842577
Concepcion,Santo Tome,9553.1054012,164551.3578427,1050.3210138,175154.7842577
Concepcion,Sauce,9553.1054012,359560.5825961,3541.5156726,372655.2036699
Curuzu Cuatia,Corrientes,13134.4821343,397235.9848199,3607.4880025,413977.9549567
Curuzu Cuatia,Bella Vista,13134.4821343,246440.8709516,8490.0211710,268065.3742569
Curuzu Cuatia,Beron de Astrada,13134.4821343,431680.0817307,6694.4310392,451508.9949041
Curuzu Cuatia,Concepcion,13134.4821343,364886.4055223,9553.1054012,387573.9930577
Curuzu Cuatia,Curuzu Cuatia,13134.4821343,0.0000000,9553.1054012,387573.9930577
Curuzu Cuatia,Empedrado,13134.4821343,363543.4369970,5189.5280649,381867.4471961
Curuzu Cuatia,Esquina,13134.4821343,161971.3164111,4122.7988759,179228.5974213
Curuzu Cuatia,Alvear,13134.4821343,161971.3164111,4122.7988759,179228.5974213
Curuzu Cuatia,Caa Cati,13134.4821343,394599.9507368,6265.1766681,413999.6095392
Curuzu Cuatia,Goya,13134.4821343,318540.6660456,1494.5167008,333169.6648806
Curuzu Cuatia,Itati,13134.4821343,441573.0732686,4826.3952866,459533.9506895
Curuzu Cuatia,Ituzaingo,13134.4821343,441573.0732686,4826.3952866,459533.9506895
Curuzu Cuatia,Lavalle,13134.4821343,301370.8355901,9643.6855100,324149.0032344
Curuzu Cuatia,Mburucuya,13134.4821343,320420.7686792,3276.0963088,336831.3471223
Curuzu Cuatia,Mercedes,13134.4821343,162314.0465578,4359.9544151,179808.4831072
Curuzu Cuatia,Monte Caseros,13134.4821343,59699.6601158,9357.5312068,82191.6734568
Curuzu Cuatia,Paso de los Libres,13134.4821343,59699.6601158,9357.5312068,82191.6734568
Curuzu Cuatia,Saladas,13134.4821343,280444.5054170,9751.5790731,303330.5666243
Curuzu Cuatia,San Cosme,13134.4821343,411414.6099923,5927.5364229,430476.6285495
Curuzu Cuatia,San Luis del Palmar,13134.4821343,386084.7750732,10274.9393743,409494.1965817
Curuzu Cuatia,La Cruz,13134.4821343,386084.7750732,10274.9393743,409494.1965817
Curuzu Cuatia,San Miguel,13134.4821343,407898.0523874,11536.2405531,432568.7750747
Curuzu Cuatia,San Roque,13134.4821343,200335.0476796,1050.3210138,214519.8508276
Curuzu Cuatia,Santo Tome,13134.4821343,200335.0476796,1050.3210138,214519.8508276
Curuzu Cuatia,Sauce,13134.4821343,67881.7411798,3541.5156726,84557.7389866
Empedrado,Corrientes,5189.5280649,75757.8064807,3607.4880025,84554.8225480
Empedrado,Bella Vista,5189.5280649,150628.5232025,8490.0211710,164308.0724383
Empedrado,Beron de Astrada,5189.5280649,177243.3234515,6694.4310392,189127.2825555
Empedrado,Concepcion,5189.5280649,110449.6472431,9553.1054012,125192.2807092
Empedrado,Curuzu Cuatia,5189.5280649,363543.4369970,13134.4821343,381867.4471961
Empedrado,Empedrado,5189.5280649,0.0000000,13134.4821343,381867.4471961
Empedrado,Esquina,5189.5280649,452307.1893021,4122.7988759,461619.5162428
Empedrado,Alvear,5189.5280649,452307.1893021,4122.7988759,461619.5162428
Empedrado,Caa Cati,5189.5280649,140163.1924577,6265.1766681,151617.8971906
Empedrado,Goya,5189.5280649,222728.3182964,1494.5167008,229412.3630621
Empedrado,Itati,5189.5280649,120094.8949294,4826.3952866,130110.8182808
Empedrado,Ituzaingo,5189.5280649,120094.8949294,4826.3952866,130110.8182808
Empedrado,Lavalle,5189.5280649,205558.4878410,9643.6855100,220391.7014159
Empedrado,Mburucuya,5189.5280649,65984.0104000,3276.0963088,74449.6347737
Empedrado,Mercedes,5189.5280649,320807.3011408,4359.9544151,330356.7836208
Empedrado,Monte Caseros,5189.5280649,412730.4086835,9357.5312068,427277.4679552
Empedrado,Paso de los Libres,5189.5280649,412730.4086835,9357.5312068,427277.4679552
Empedrado,Saladas,5189.5280649,83098.9315800,9751.5790731,98040.0387179
Empedrado,San Cosme,5189.5280649,89936.4316531,5927.5364229,101053.4961408
Empedrado,San Luis del Palmar,5189.5280649,64606.5967339,10274.9393743,80071.0641731
Empedrado,La Cruz,5189.5280649,64606.5967339,10274.9393743,80071.0641731
Empedrado,San Miguel,5189.5280649,153461.2941082,11536.2405531,170187.0627261
Empedrado,San Roque,5189.5280649,163208.3893174,1050.3210138,169448.2383960
Empedrado,Santo Tome,5189.5280649,163208.3893174,1050.3210138,169448.2383960
Empedrado,Sauce,5189.5280649,358217.6140708,3541.5156726,366948.6578082
Esquina,Corrientes,4122.7988759,485999.7371250,3607.4880025,493730.0240034
Esquina,Bella Vista,4122.7988759,335204.6232567,8490.0211710,347817.4433036
Esquina,Beron de Astrada,4122.7988759,520443.8340358,6694.4310392,531261.0639508
Esquina,Concepcion,4122.7988759,453650.1578274,9553.1054012,467326.0621045
Esquina,Curuzu Cuatia,4122.7988759,161971.3164111,13134.4821343,179228.5974213
Esquina,Empedrado,4122.7988759,452307.1893021,5189.5280649,461619.5162428
Esquina,Esquina,4122.7988759,0.0000000,5189.5280649,461619.5162428
Esquina,Alvear,4122.7988759,0.0000000,5189.5280649,461619.5162428
Esquina,Caa Cati,4122.7988759,483363.7030419,6265.1766681,493751.6785859
Esquina,Goya,4122.7988759,407304.4183507,1494.5167008,412921.7339273
Esquina,Itati,4122.7988759,530336.8255737,4826.3952866,539286.0197362
Esquina,Ituzaingo,4122.7988759,530336.8255737,4826.3952866,539286.0197362
Esquina,Lavalle,4122.7988759,390134.5878953,9643.6855100,403901.0722811
Esquina,Mburucuya,4122.7988759,409184.5209843,3276.0963088,416583.4161690
Esquina,Mercedes,4122.7988759,251077.7988629,4359.9544151,259560.5521539
Esquina,Monte Caseros,4122.7988759,221670.9765269,9357.5312068,235151.3066095
Esquina,Paso de los Libres,4122.7988759,221670.9765269,9357.5312068,235151.3066095
Esquina,Saladas,4122.7988759,369208.2577221,9751.5790731,383082.6356710
Esquina,San Cosme,4122.7988759,500178.3622975,5927.5364229,510228.6975962
Esquina,San Luis del Palmar,4122.7988759,474848.5273783,10274.9393743,489246.2656284
Esquina,La Cruz,4122.7988759,474848.5273783,10274.9393743,489246.2656284
Esquina,San Miguel,4122.7988759,496661.8046925,11536.2405531,512320.8441214
Esquina,San Roque,4122.7988759,289098.7999847,1050.3210138,294271.9198743
Esquina,Santo Tome,4122.7988759,289098.7999847,1050.3210138,294271.9198743
Esquina,Sauce,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Corrientes,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Bella Vista,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Beron de Astrada,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Concepcion,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Curuzu Cuatia,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Empedrado,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Esquina,4122.7988759,94089.5752313,3541.5156726,101753.8897798
Alvear,Alvear,4122.7988759,0.0000000,3541.5156726,101753.8897798
Alvear,Caa Cati,4122.7988759,0.0000000,3541.5156726,101753.8897798
Alvear,Goya,4122.7988759,0.0000000,3541.5156726,101753.8897798
Alvear,Itati,4122.7988759,0.0000000,3541.5156726,101753.8897798
Alvear,Ituzaingo,15720.1825448,172623.2992256,24557.9510498,212901.4328203
Alvear,Lavalle,15720.1825448,172623.2992256,24557.9510498,212901.4328203
Alvear,Mburucuya,15720.1825448,172623.2992256,24557.9510498,212901.4328203
Alvear,Mercedes,15720.1825448,172623.2992256,24557.9510498,212901.4328203
Alvear,Monte Caseros,15720.1825448,172623.2992256,24557.9510498,212901.4328203
Alvear,Paso de los Libres,15720.1825448,94525.3538498,1398.6220608,111644.1584554
Alvear,Saladas,15720.1825448,94525.3538498,1398.6220608,111644.1584554
Alvear,San Cosme,15720.1825448,94525.3538498,1398.6220608,111644.1584554
Alvear,San Luis del Palmar,15720.1825448,94525.3538498,1398.6220608,111644.1584554
Alvear,La Cruz,15720.1825448,30657.1067016,10757.3035760,57134.5928225
Alvear,San Miguel,15720.1825448,30657.1067016,10757.3035760,57134.5928225
Alvear,San Roque,15720.1825448,30657.1067016,10757.3035760,57134.5928225
Alvear,Santo Tome,15720.1825448,215894.7636892,5968.9673074,237583.9135415
Alvear,Sauce,15720.1825448,215894.7636892,5968.9673074,237583.9135415
Caa Cati,Corrientes,6265.1766681,140547.3427731,3607.4880025,150420.0074436
Caa Cati,Bella Vista,6265.1766681,181685.0369423,8490.0211710,196440.2347814
Caa Cati,Beron de Astrada,6265.1766681,37080.1309938,6694.4310392,50039.7387011
Caa Cati,Concepcion,6265.1766681,112239.6859071,9553.1054012,128057.9679763
Caa Cati,Curuzu Cuatia,6265.1766681,394599.9507368,13134.4821343,413999.6095392
Caa Cati,Empedrado,6265.1766681,140163.1924577,5189.5280649,151617.8971906
Caa Cati,Esquina,6265.1766681,483363.7030419,4122.7988759,493751.6785859
Caa Cati,Alvear,6265.1766681,483363.7030419,4122.7988759,493751.6785859
Caa Cati,Caa Cati,6265.1766681,0.0000000,4122.7988759,493751.6785859
Caa Cati,Goya,6265.1766681,253784.8320363,1494.5167008,261544.5254051
Caa Cati,Itati,6265.1766681,155823.8933120,4826.3952866,166915.4652666
Caa Cati,Ituzaingo,6265.1766681,155823.8933120,4826.3952866,166915.4652666
Caa Cati,Lavalle,6265.1766681,236615.0015809,9643.6855100,252523.8637590
Caa Cati,Mburucuya,6265.1766681,74179.1820577,3276.0963088,83720.4550345
Caa Cati,Mercedes,6265.1766681,351863.8148807,4359.9544151,362488.9459639
Caa Cati,Monte Caseros,6265.1766681,443786.9224233,9357.5312068,459409.6302982
Caa Cati,Paso de los Libres,6265.1766681,443786.9224233,9357.5312068,459409.6302982
Caa Cati,Saladas,6265.1766681,114155.4453199,9751.5790731,130172.2010610
Caa Cati,San Cosme,6265.1766681,125665.4300357,5927.5364229,137858.1431267
Caa Cati,San Luis del Palmar,6265.1766681,93186.1779403,10274.9393743,109726.2939826
Caa Cati,La Cruz,6265.1766681,93186.1779403,10274.9393743,109726.2939826
Caa Cati,San Miguel,6265.1766681,13298.1016505,11536.2405531,31099.5188717
Caa Cati,San Roque,6265.1766681,194264.9030573,1050.3210138,201580.4007391
Caa Cati,Santo Tome,6265.1766681,194264.9030573,1050.3210138,201580.4007391
Caa Cati,Sauce,6265.1766681,389274.1278106,3541.5156726,399080.8201513
Goya,Corrientes,1494.5167008,256420.8661194,3607.4880025,261522.8708226
Goya,Bella Vista,1494.5167008,72099.7950940,8490.0211710,82084.3329658
Goya,Beron de Astrada,1494.5167008,290864.9630301,6694.4310392,299053.9107701
Goya,Concepcion,1494.5167008,224071.2868218,9553.1054012,235118.9089237
Goya,Curuzu Cuatia,1494.5167008,318540.6660456,13134.4821343,333169.6648806
Goya,Empedrado,1494.5167008,222728.3182964,5189.5280649,229412.3630621
Goya,Esquina,1494.5167008,407304.4183507,4122.7988759,412921.7339273
Goya,Alvear,1494.5167008,407304.4183507,4122.7988759,412921.7339273
Goya,Caa Cati,1494.5167008,253784.8320363,6265.1766681,261544.5254051
Goya,Goya,1494.5167008,0.0000000,6265.1766681,261544.5254051
Goya,Itati,1494.5167008,300757.9545681,4826.3952866,307078.8665554
Goya,Ituzaingo,1494.5167008,300757.9545681,4826.3952866,307078.8665554
Goya,Lavalle,1494.5167008,17169.8304554,9643.6855100,28308.0326662
Goya,Mburucuya,1494.5167008,179605.6499786,3276.0963088,184376.2629882
Goya,Mercedes,1494.5167008,275804.5301894,4359.9544151,281659.0013053
Goya,Monte Caseros,1494.5167008,367727.6377321,9357.5312068,378579.6856397
Goya,Paso de los Libres,1494.5167008,367727.6377321,9357.5312068,378579.6856397
Goya,Saladas,1494.5167008,139629.3867164,9751.5790731,150875.4824903
Goya,San Cosme,1494.5167008,270599.4912918,5927.5364229,278021.5444155
Goya,San Luis del Palmar,1494.5167008,245269.6563727,10274.9393743,257039.1124477
Goya,La Cruz,1494.5167008,245269.6563727,10274.9393743,257039.1124477
Goya,San Miguel,1494.5167008,267082.9336868,11536.2405531,280113.6909407
Goya,San Roque,1494.5167008,118205.6183660,1050.3210138,120750.4560805
Goya,Santo Tome,1494.5167008,118205.6183660,1050.3210138,120750.4560805
Goya,Sauce,1494.5167008,313214.8431194,3541.5156726,318250.8754927
Itati,Corrientes,4826.3952866,82785.8176768,3607.4880025,91219.7009659
Itati,Bella Vista,4826.3952866,228658.1594741,8490.0211710,241974.5759317
Itati,Beron de Astrada,4826.3952866,192904.0243058,6694.4310392,204424.8506316
Itati,Concepcion,4826.3952866,175308.3041222,9553.1054012,189687.8048099
Itati,Curuzu Cuatia,4826.3952866,441573.0732686,13134.4821343,459533.9506895
Itati,Empedrado,4826.3952866,120094.8949294,5189.5280649,130110.8182808
Itati,Esquina,4826.3952866,530336.8255737,4122.7988759,539286.0197362
Itati,Alvear,4826.3952866,530336.8255737,4122.7988759,539286.0197362
Itati,Caa Cati,4826.3952866,155823.8933120,6265.1766681,166915.4652666
Itati,Goya,4826.3952866,300757.9545681,1494.5167008,307078.8665554
Itati,Itati,4826.3952866,0.0000000,1494.5167008,307078.8665554
Itati,Ituzaingo,4826.3952866,0.0000000,1494.5167008,307078.8665554
Itati,Lavalle,4826.3952866,283588.1241127,9643.6855100,298058.2049092
Itati,Mburucuya,4826.3952866,136494.6652325,3276.0963088,144597.1568278
Itati,Mercedes,4826.3952866,398836.9374125,4359.9544151,408023.2871142
Itati,Monte Caseros,4826.3952866,490760.0449551,9357.5312068,504943.9714485
Itati,Paso de los Libres,4826.3952866,490760.0449551,9357.5312068,504943.9714485
Itati,Saladas,4826.3952866,161128.5678516,9751.5790731,175706.5422113
Itati,San Cosme,4826.3952866,30158.4632763,5927.5364229,40912.3949857
Itati,San Luis del Palmar,4826.3952866,62637.7153716,10274.9393743,77739.0500325
Itati,La Cruz,4826.3952866,62637.7153716,10274.9393743,77739.0500325
Itati,San Miguel,4826.3952866,169121.9949625,11536.2405531,185484.6308021
Itati,San Roque,4826.3952866,241238.0255891,1050.3210138,247114.7418894
Itati,Santo Tome,4826.3952866,241238.0255891,1050.3210138,247114.7418894
Itati,Sauce,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Corrientes,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Bella Vista,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Beron de Astrada,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Concepcion,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Curuzu Cuatia,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Empedrado,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Esquina,4826.3952866,436247.2503424,3541.5156726,444615.1613016
Ituzaingo,Alvear,24557.9510498,172623.2992256,15720.1825448,212901.4328203
Ituzaingo,Caa Cati,24557.9510498,172623.2992256,15720.1825448,212901.4328203
Ituzaingo,Goya,24557.9510498,172623.2992256,15720.1825448,212901.4328203
Ituzaingo,Itati,24557.9510498,172623.2992256,15720.1825448,212901.4328203
Ituzaingo,Ituzaingo,24557.9510498,0.0000000,15720.1825448,212901.4328203
Ituzaingo,Lavalle,24557.9510498,0.0000000,15720.1825448,212901.4328203
Ituzaingo,Mburucuya,24557.9510498,0.0000000,15720.1825448,212901.4328203
Ituzaingo,Mercedes,24557.9510498,0.0000000,15720.1825448,212901.4328203
Ituzaingo,Monte Caseros,24557.9510498,0.0000000,15720.1825448,212901.4328203
Ituzaingo,Paso de los Libres,24557.9510498,267148.6530754,1398.6220608,293105.2261860
Ituzaingo,Saladas,24557.9510498,267148.6530754,1398.6220608,293105.2261860
Ituzaingo,San Cosme,24557.9510498,267148.6530754,1398.6220608,293105.2261860
Ituzaingo,San Luis del Palmar,24557.9510498,267148.6530754,1398.6220608,293105.2261860
Ituzaingo,La Cruz,24557.9510498,203280.4059273,10757.3035760,238595.6605531
Ituzaingo,San Miguel,24557.9510498,203280.4059273,10757.3035760,238595.6605531
Ituzaingo,San Roque,24557.9510498,203280.4059273,10757.3035760,238595.6605531
Ituzaingo,Santo Tome,24557.9510498,139923.6681744,5968.9673074,170450.5865317
Ituzaingo,Sauce,24557.9510498,139923.6681744,5968.9673074,170450.5865317
Lavalle,Corrientes,9643.6855100,239251.0356640,3607.4880025,252502.2091764
Lavalle,Bella Vista,9643.6855100,54929.9646386,8490.0211710,73063.6713196
Lavalle,Beron de Astrada,9643.6855100,273695.1325747,6694.4310392,290033.2491239
Lavalle,Concepcion,9643.6855100,206901.4563663,9553.1054012,226098.2472775
Lavalle,Curuzu Cuatia,9643.6855100,301370.8355901,13134.4821343,324149.0032344
Lavalle,Empedrado,9643.6855100,205558.4878410,5189.5280649,220391.7014159
Lavalle,Esquina,9643.6855100,390134.5878953,4122.7988759,403901.0722811
Lavalle,Alvear,9643.6855100,390134.5878953,4122.7988759,403901.0722811
Lavalle,Caa Cati,9643.6855100,236615.0015809,6265.1766681,252523.8637590
Lavalle,Goya,9643.6855100,17169.8304554,1494.5167008,28308.0326662
Lavalle,Itati,9643.6855100,283588.1241127,4826.3952866,298058.2049092
Lavalle,Ituzaingo,9643.6855100,283588.1241127,4826.3952866,298058.2049092
Lavalle,Lavalle,9643.6855100,0.0000000,4826.3952866,298058.2049092
Lavalle,Mburucuya,9643.6855100,162435.8195232,3276.0963088,175355.6013421
Lavalle,Mercedes,9643.6855100,258634.6997340,4359.9544151,272638.3396591
Lavalle,Monte Caseros,9643.6855100,350557.8072767,9357.5312068,369559.0239935
Lavalle,Paso de los Libres,9643.6855100,350557.8072767,9357.5312068,369559.0239935
Lavalle,Saladas,9643.6855100,122459.5562610,9751.5790731,141854.8208441
Lavalle,San Cosme,9643.6855100,253429.6608364,5927.5364229,269000.8827693
Lavalle,San Luis del Palmar,9643.6855100,228099.8259173,10274.9393743,248018.4508015
Lavalle,La Cruz,9643.6855100,228099.8259173,10274.9393743,248018.4508015
Lavalle,San Miguel,9643.6855100,249913.1032314,11536.2405531,271093.0292945
Lavalle,San Roque,9643.6855100,101035.7879106,1050.3210138,111729.7944344
Lavalle,Santo Tome,9643.6855100,101035.7879106,1050.3210138,111729.7944344
Lavalle,Sauce,9643.6855100,296045.0126639,3541.5156726,309230.2138465
Mburucuya,Corrientes,3276.0963088,92157.5767838,3607.4880025,99041.1610950
Mburucuya,Bella Vista,3276.0963088,107505.8548847,8490.0211710,119271.9723645
Mburucuya,Beron de Astrada,3276.0963088,111259.3130515,6694.4310392,121229.8403995
Mburucuya,Concepcion,3276.0963088,44465.6368431,9553.1054012,57294.8385531
Mburucuya,Curuzu Cuatia,3276.0963088,320420.7686792,13134.4821343,336831.3471223
Mburucuya,Empedrado,3276.0963088,65984.0104000,5189.5280649,74449.6347737
Mburucuya,Esquina,3276.0963088,409184.5209843,4122.7988759,416583.4161690
Mburucuya,Alvear,3276.0963088,409184.5209843,4122.7988759,416583.4161690
Mburucuya,Caa Cati,3276.0963088,74179.1820577,6265.1766681,83720.4550345
Mburucuya,Goya,3276.0963088,179605.6499786,1494.5167008,184376.2629882
Mburucuya,Itati,3276.0963088,136494.6652325,4826.3952866,144597.1568278
Mburucuya,Ituzaingo,3276.0963088,136494.6652325,4826.3952866,144597.1568278
Mburucuya,Lavalle,3276.0963088,162435.8195232,9643.6855100,175355.6013421
Mburucuya,Mburucuya,3276.0963088,0.0000000,9643.6855100,175355.6013421
Mburucuya,Mercedes,3276.0963088,277684.6328230,4359.9544151,285320.6835470
